proposition,num_steps,mlsl_seconds,l1_seconds,speedup_l1_over_mlsl
history_free_time_query,100,0.0005443000700324774,0.02873999997973442,52.80175690225349
history_free_time_query,200,0.0005175999831408262,0.12803610018454492,247.3649620458149
history_free_time_query,400,0.0007187000010162592,0.4467906001955271,621.6649499982668
