num_modes,forward_relative_error,alpha_est,alpha_relative_error
4,0.11206265673595203,1.419999588149776,2.900353689610979e-07
8,0.00020184813742509314,1.4199997754683946,1.581208488087622e-07
12,0.00020184813742509317,1.4199997754683946,1.581208488087622e-07
16,0.00020184813742509317,1.4199997754683946,1.581208488087622e-07
24,0.00020184813742509317,1.4199997754683946,1.581208488087622e-07
32,0.00020184813742509317,1.4199997754683946,1.581208488087622e-07
48,0.0002018481374250922,1.4199997754683946,1.581208488087622e-07
