seed,model,train_relative_error,long_time_relative_error
0,MLSL_oracle,0.0,0.0
0,FNO1D_width48_modes16,0.07996040261833537,3.2425677739125662
0,DeepONet_latent96_hidden128,0.2914167277943606,2.6834513759575747
1,MLSL_oracle,0.0,0.0
1,FNO1D_width48_modes16,0.09308585011937237,4.228112714358315
1,DeepONet_latent96_hidden128,0.27955275206339364,1.4141304313412555
