epsilon,grad_auto,grad_custom,grad_fd,custom_vs_fd_relative_error
0.01,0.01950354535421108,0.019503545354211095,0.019509698703360986,0.00031539949660172345
0.003,0.01950354535421108,0.019503545354211095,0.019504099204514517,2.8396610251735457e-05
0.001,0.01950354535421108,0.019503545354211095,0.019503606893613197,3.1552831451968177e-06
0.0003,0.01950354535421108,0.019503545354211095,0.019503550892755312,2.8397619733242983e-07
0.0001,0.01950354535421108,0.019503545354211095,0.01950354596966502,3.155600140060856e-08
