alpha_est,alpha_relative_error,alpha_true,model,num_points,num_time_steps,residual_rms,seed,sensor_points,sensor_times,solution_relative_error
0.6500000147943943,2.2760606561871118e-08,0.65,MLSL direct inverse,32,24,,0,8,6,6.160148398109403e-05
0.6500000147943943,2.2760606561871118e-08,0.65,MLSL direct inverse,32,24,,1,8,6,6.160148398109403e-05
0.6500000147943943,2.2760606561871118e-08,0.65,MLSL direct inverse,32,24,,2,8,6,6.160148398109403e-05
0.8325039226692854,0.28077526564505445,0.65,PDE-field fPINN,32,24,2.34309835078181,0,8,6,0.6007913834270214
0.8798241257986803,0.3535755781518158,0.65,PDE-field fPINN,32,24,2.4906519930799362,1,8,6,0.6225880946808615
0.8760445632942327,0.3477608666065119,0.65,PDE-field fPINN,32,24,2.496564236709631,2,8,6,0.6630276182225129
