family,gamma,finite_output,finite_alpha_grad,finite_beta_grad,max_abs_state
semilinear_cubic_reaction_backbone,0.1,True,True,True,0.8341872847209434
semilinear_cubic_reaction_backbone,0.3,True,True,True,0.8341872847209434
semilinear_cubic_reaction_backbone,0.5,True,True,True,0.8341872847209434
