seed,lag_frames,train_scattering,test_scattering,train_msd,test_msd,test_displacement_count
3,30,0.1748424987543288,0.1791092743898325,134.39754186905355,132.29668117030835,99814
3,31,0.1671620075629605,0.17219464675173132,138.5727868286077,136.18044045051133,98880
3,32,0.16005467723273828,0.1658026981507321,142.71106020556525,140.05926184670716,97946
3,33,0.15326838102974064,0.1597480429982543,146.86735036340653,143.93254209145238,97012
3,34,0.1469584346836231,0.15389328553994408,151.00478058916056,147.77088549073568,96078
3,35,0.1407914921946476,0.14845008961539863,155.14909411085608,151.6081764426878,95144
3,36,0.13493982301625587,0.1432786812630554,159.26636283302244,155.4644809414238,94210
3,37,0.1294007546225917,0.13817611951368516,163.39280087620216,159.30547590364816,93276
3,38,0.12447094231406602,0.13367095187735348,167.4883564808797,163.13710275641154,92342
3,39,0.11951440370049879,0.12950138224780633,171.5780670543655,166.93222864878848,91408
3,40,0.11477878284405138,0.12611347181468185,175.6835213980273,170.66362538676725,90474
4,1,0.916729237346571,0.915979616361051,5.9735247022139895,6.028737847780671,124968
4,2,0.8496558047646473,0.8489464617488445,11.228693666961142,11.281622542104257,124034
4,3,0.7907078234997535,0.7896252597744426,16.23163237316043,16.314958831317078,123100
4,4,0.7376224978427264,0.7363205497419283,21.10444193894036,21.1911277392806,122166
4,5,0.690400746650673,0.6887397236440814,25.777907282371395,25.87343581056539,121232
4,6,0.6465965739895981,0.6451808608628549,30.439814624892335,30.507443169381375,120298
4,7,0.606545744473319,0.6052598208070895,35.0156664151742,35.080725887275605,119364
4,8,0.5698739160247409,0.5680293844238656,39.502120574816765,39.62287049236901,118430
4,9,0.5359511846383356,0.5333986342153655,43.991975464962145,44.15366100145391,117496
4,10,0.5046764211455326,0.5017036458547037,48.43729763139852,48.62710900313392,116562
4,11,0.4758532069164548,0.47251598943153295,52.855642141629104,53.06723754899051,115628
4,12,0.4487357211727772,0.4449293027728369,57.249986171604334,57.54052929537171,114694
4,13,0.4233039668754963,0.41925881566200035,61.61251146641279,61.96933777434974,113760
4,14,0.3995878246050752,0.39523783794866807,65.95353234231399,66.41541000116095,112826
4,15,0.37736057463702893,0.37329881672225645,70.26965743347803,70.85110167143709,111892
4,16,0.3565657438439959,0.35261509571632976,74.54966618412882,75.30568575976662,110958
4,17,0.33704964185294806,0.3332547064606162,78.84988162403484,79.7573099161609,110024
4,18,0.31914384002980134,0.3154907158136028,83.08765085737126,84.14809096564566,109090
4,19,0.30243971569952843,0.29886953379902426,87.30435790461894,88.51264400883602,108156
4,20,0.2866400811539876,0.2828288918308419,91.53264011345577,92.91107304493129,107222
4,21,0.2724070994726632,0.26776158627333463,95.70370391093118,97.29468850811921,106288
4,22,0.2590887927198984,0.2536789410948932,99.89888879639199,101.69878784104608,105354
4,23,0.2469139865394033,0.24056315747068177,104.0808981031403,106.11611839169734,104420
4,24,0.23557822823476693,0.2278882245550407,108.21723828033329,110.48663699551149,103486
4,25,0.2247458670967552,0.21603469646365656,112.36166298662413,114.83751429454175,102552
4,26,0.21463074621030045,0.20500334978844484,116.49002499896206,119.19310579313247,101618
4,27,0.20511482384329002,0.19488252436569836,120.60350105332272,123.45094620447948,100684
4,28,0.1960673075384766,0.18543612047826805,124.6785362676931,127.73088958769617,99750
4,29,0.18748354473922385,0.17686435223482436,128.72998111306163,131.96891324425968,98816
4,30,0.17918743605469098,0.16874517025059513,132.76000052893775,136.1930292494624,97882
4,31,0.17148010796193064,0.16190812248999317,136.79336495054937,140.41301016582923,96948
4,32,0.16443463453541982,0.1553796211039829,140.80113899342936,144.60141761399916,96014
4,33,0.15785210411103762,0.14884734024380172,144.80801390253018,148.82943674302405,95080
4,34,0.15163499625355129,0.1427763036930803,148.79473543546152,153.025428535349,94146
