num_points,num_modes,alpha_true,alpha_est,alpha_relative_error,beta_true,beta_est,beta_relative_error,final_loss
324,36,1.36,1.3605131526513032,0.0003773181259581906,1.55,1.5512359613187088,0.000797394399166925,9.323539621679952e-10
