timestamp,elapsed_hours,Temperature1_celsius,Temperature2_celsius,Temperature3_celsius,Temperature4_celsius
2026-02-09T09:20:00,0.000000000,24.0,21.0,22.0,22.0
2026-02-09T09:22:00,0.033333333,27.0,22.0,23.0,23.0
2026-02-09T09:32:00,0.200000000,58.0,28.0,31.0,25.0
2026-02-09T09:42:00,0.366666667,110.0,49.0,50.0,24.0
2026-02-09T09:52:00,0.533333333,166.0,78.0,75.0,25.0
2026-02-09T10:02:00,0.700000000,218.0,109.0,99.0,25.0
2026-02-09T10:12:00,0.866666667,266.0,139.0,127.0,26.0
2026-02-09T10:22:00,1.033333333,310.0,166.0,156.0,27.0
2026-02-09T10:32:00,1.200000000,351.0,192.0,185.0,27.0
2026-02-09T10:42:00,1.366666667,390.0,216.0,212.0,27.0
2026-02-09T10:52:00,1.533333333,427.0,239.0,239.0,28.0
2026-02-09T11:02:00,1.700000000,462.0,261.0,263.0,30.0
2026-02-09T11:12:00,1.866666667,497.0,283.0,288.0,33.0
2026-02-09T11:22:00,2.033333333,529.0,305.0,310.0,34.0
2026-02-09T11:32:00,2.200000000,559.0,325.0,332.0,38.0
2026-02-09T11:42:00,2.366666667,589.0,345.0,353.0,41.0
2026-02-09T11:52:00,2.533333333,612.0,364.0,373.0,44.0
2026-02-09T12:02:00,2.700000000,613.0,372.0,381.0,47.0
2026-02-09T12:12:00,2.866666667,603.0,372.0,383.0,51.0
2026-02-09T12:22:00,3.033333333,588.0,367.0,378.0,54.0
2026-02-09T12:32:00,3.200000000,574.0,363.0,371.0,57.0
2026-02-09T12:42:00,3.366666667,560.0,358.0,364.0,60.0
2026-02-09T12:52:00,3.533333333,546.0,352.0,355.0,62.0
2026-02-09T13:02:00,3.700000000,533.0,346.0,345.0,63.0
2026-02-09T13:12:00,3.866666667,519.0,341.0,335.0,65.0
2026-02-09T13:22:00,4.033333333,507.0,335.0,325.0,66.0
2026-02-09T13:32:00,4.200000000,496.0,329.0,316.0,66.0
2026-02-09T13:42:00,4.366666667,484.0,324.0,306.0,67.0
2026-02-09T13:52:00,4.533333333,473.0,318.0,299.0,68.0
2026-02-09T14:02:00,4.700000000,463.0,312.0,289.0,69.0
2026-02-09T14:12:00,4.866666667,453.0,307.0,282.0,70.0
2026-02-09T14:22:00,5.033333333,443.0,301.0,275.0,70.0
2026-02-09T14:32:00,5.200000000,435.0,295.0,266.0,70.0
2026-02-09T14:42:00,5.366666667,426.0,290.0,260.0,71.0
2026-02-09T14:52:00,5.533333333,417.0,285.0,254.0,71.0
2026-02-09T15:02:00,5.700000000,408.0,279.0,248.0,71.0
2026-02-09T15:12:00,5.866666667,401.0,274.0,241.0,71.0
2026-02-09T15:22:00,6.033333333,392.0,269.0,236.0,71.0
2026-02-09T15:32:00,6.200000000,386.0,265.0,230.0,71.0
