experiment,time_h,depth_m,temperature_k,inflow_1e-5_kg_s,inlet_temperature_k,column_height_m,vwc
3,1.7666666666666666,0.21,327.4,4.17,423.15,0.3,0.0
3,1.7666666666666666,0.24,348.15,4.17,423.15,0.3,0.0
3,1.7666666666666666,0.27,355.4,4.17,423.15,0.3,0.0
3,1.7666666666666666,0.3,363.9,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.03,298.15,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.06,298.4,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.09,298.15,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.12,298.65,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.15,301.9,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.18,308.15,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.21,327.9,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.24,348.65,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.27,355.15,4.17,423.15,0.3,0.0
3,1.7833333333333334,0.3,364.15,4.17,423.15,0.3,0.0
3,1.8,0.03,298.15,4.17,423.15,0.3,0.0
3,1.8,0.06,297.9,4.17,423.15,0.3,0.0
3,1.8,0.09,297.4,4.17,423.15,0.3,0.0
3,1.8,0.12,298.65,4.17,423.15,0.3,0.0
3,1.8,0.15,301.65,4.17,423.15,0.3,0.0
3,1.8,0.18,308.65,4.17,423.15,0.3,0.0
3,1.8,0.21,328.15,4.17,423.15,0.3,0.0
3,1.8,0.24,348.15,4.17,423.15,0.3,0.0
3,1.8,0.27,355.9,4.17,423.15,0.3,0.0
3,1.8,0.3,363.4,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.03,297.65,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.09,298.4,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.12,298.4,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.15,302.15,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.18,308.65,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.21,329.15,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.24,348.4,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.27,355.9,4.17,423.15,0.3,0.0
3,1.8166666666666667,0.3,363.65,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.03,297.9,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.06,297.9,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.09,298.15,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.12,298.65,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.15,302.4,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.18,309.15,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.21,329.65,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.24,348.9,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.27,355.65,4.17,423.15,0.3,0.0
3,1.8333333333333333,0.3,363.9,4.17,423.15,0.3,0.0
3,1.85,0.03,297.9,4.17,423.15,0.3,0.0
3,1.85,0.06,297.9,4.17,423.15,0.3,0.0
3,1.85,0.09,297.65,4.17,423.15,0.3,0.0
3,1.85,0.12,298.9,4.17,423.15,0.3,0.0
3,1.85,0.15,302.4,4.17,423.15,0.3,0.0
3,1.85,0.18,308.4,4.17,423.15,0.3,0.0
3,1.85,0.21,329.65,4.17,423.15,0.3,0.0
3,1.85,0.24,348.65,4.17,423.15,0.3,0.0
3,1.85,0.27,356.15,4.17,423.15,0.3,0.0
3,1.85,0.3,364.15,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.03,298.15,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.09,298.4,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.12,298.65,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.15,301.9,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.18,309.15,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.21,329.9,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.24,348.15,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.27,355.9,4.17,423.15,0.3,0.0
3,1.8666666666666667,0.3,363.4,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.06,298.4,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.09,298.65,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.12,298.9,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.15,302.4,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.18,309.65,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.21,330.65,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.24,348.9,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.27,356.4,4.17,423.15,0.3,0.0
3,1.8833333333333333,0.3,363.9,4.17,423.15,0.3,0.0
3,1.9,0.03,298.15,4.17,423.15,0.3,0.0
3,1.9,0.06,298.15,4.17,423.15,0.3,0.0
3,1.9,0.09,298.4,4.17,423.15,0.3,0.0
3,1.9,0.12,298.4,4.17,423.15,0.3,0.0
3,1.9,0.15,302.65,4.17,423.15,0.3,0.0
3,1.9,0.18,309.9,4.17,423.15,0.3,0.0
3,1.9,0.21,331.4,4.17,423.15,0.3,0.0
3,1.9,0.24,348.9,4.17,423.15,0.3,0.0
3,1.9,0.27,356.4,4.17,423.15,0.3,0.0
3,1.9,0.3,363.9,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.03,298.4,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.09,298.4,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.12,298.4,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.15,302.9,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.18,310.15,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.21,331.9,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.24,349.15,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.27,356.65,4.17,423.15,0.3,0.0
3,1.9166666666666667,0.3,364.15,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.06,298.15,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.12,299.15,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.15,302.9,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.18,310.65,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.21,332.15,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.24,348.9,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.27,356.4,4.17,423.15,0.3,0.0
3,1.9333333333333333,0.3,364.4,4.17,423.15,0.3,0.0
3,1.95,0.03,297.9,4.17,423.15,0.3,0.0
3,1.95,0.06,298.4,4.17,423.15,0.3,0.0
3,1.95,0.09,298.15,4.17,423.15,0.3,0.0
3,1.95,0.12,299.15,4.17,423.15,0.3,0.0
3,1.95,0.15,302.65,4.17,423.15,0.3,0.0
3,1.95,0.18,310.9,4.17,423.15,0.3,0.0
3,1.95,0.21,332.15,4.17,423.15,0.3,0.0
3,1.95,0.24,348.9,4.17,423.15,0.3,0.0
3,1.95,0.27,356.65,4.17,423.15,0.3,0.0
3,1.95,0.3,364.65,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.03,298.15,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.06,298.65,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.09,297.9,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.12,298.9,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.15,303.4,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.18,310.65,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.21,333.15,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.24,349.4,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.27,356.9,4.17,423.15,0.3,0.0
3,1.9666666666666666,0.3,364.65,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.03,298.15,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.06,298.65,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.09,298.65,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.12,299.15,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.15,303.4,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.18,311.65,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.21,333.4,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.24,349.4,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.27,356.9,4.17,423.15,0.3,0.0
3,1.9833333333333334,0.3,365.15,4.17,423.15,0.3,0.0
3,2.0,0.03,298.15,4.17,423.15,0.3,0.0
3,2.0,0.06,298.4,4.17,423.15,0.3,0.0
3,2.0,0.09,298.4,4.17,423.15,0.3,0.0
3,2.0,0.12,298.65,4.17,423.15,0.3,0.0
3,2.0,0.15,302.9,4.17,423.15,0.3,0.0
3,2.0,0.18,311.15,4.17,423.15,0.3,0.0
3,2.0,0.21,334.15,4.17,423.15,0.3,0.0
3,2.0,0.24,349.4,4.17,423.15,0.3,0.0
3,2.0,0.27,356.9,4.17,423.15,0.3,0.0
3,2.0,0.3,364.9,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.03,297.4,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.06,298.4,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.09,298.4,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.12,299.15,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.15,303.4,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.18,311.65,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.21,334.4,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.24,349.9,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.27,356.9,4.17,423.15,0.3,0.0
3,2.0166666666666666,0.3,365.4,4.17,423.15,0.3,0.0
3,2.033333333333333,0.03,297.4,4.17,423.15,0.3,0.0
3,2.033333333333333,0.06,297.9,4.17,423.15,0.3,0.0
3,2.033333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,2.033333333333333,0.12,299.15,4.17,423.15,0.3,0.0
3,2.033333333333333,0.15,303.65,4.17,423.15,0.3,0.0
3,2.033333333333333,0.18,312.15,4.17,423.15,0.3,0.0
3,2.033333333333333,0.21,334.9,4.17,423.15,0.3,0.0
3,2.033333333333333,0.24,350.65,4.17,423.15,0.3,0.0
3,2.033333333333333,0.27,356.9,4.17,423.15,0.3,0.0
3,2.033333333333333,0.3,365.4,4.17,423.15,0.3,0.0
3,2.05,0.03,297.65,4.17,423.15,0.3,0.0
3,2.05,0.06,298.4,4.17,423.15,0.3,0.0
3,2.05,0.09,298.4,4.17,423.15,0.3,0.0
3,2.05,0.12,299.15,4.17,423.15,0.3,0.0
3,2.05,0.15,303.4,4.17,423.15,0.3,0.0
3,2.05,0.18,312.4,4.17,423.15,0.3,0.0
3,2.05,0.21,334.65,4.17,423.15,0.3,0.0
3,2.05,0.24,349.4,4.17,423.15,0.3,0.0
3,2.05,0.27,357.15,4.17,423.15,0.3,0.0
3,2.05,0.3,365.15,4.17,423.15,0.3,0.0
3,2.066666666666667,0.03,297.4,4.17,423.15,0.3,0.0
3,2.066666666666667,0.06,298.65,4.17,423.15,0.3,0.0
3,2.066666666666667,0.09,298.4,4.17,423.15,0.3,0.0
3,2.066666666666667,0.12,299.4,4.17,423.15,0.3,0.0
3,2.066666666666667,0.15,303.65,4.17,423.15,0.3,0.0
3,2.066666666666667,0.18,312.9,4.17,423.15,0.3,0.0
3,2.066666666666667,0.21,335.65,4.17,423.15,0.3,0.0
3,2.066666666666667,0.24,349.65,4.17,423.15,0.3,0.0
3,2.066666666666667,0.27,357.15,4.17,423.15,0.3,0.0
3,2.066666666666667,0.3,364.65,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.03,297.9,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.06,298.15,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.09,298.15,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.12,299.4,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.15,303.9,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.18,312.65,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.21,335.65,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.24,349.65,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.27,356.9,4.17,423.15,0.3,0.0
3,2.0833333333333335,0.3,365.4,4.17,423.15,0.3,0.0
3,2.1,0.03,298.4,4.17,423.15,0.3,0.0
3,2.1,0.06,298.4,4.17,423.15,0.3,0.0
3,2.1,0.09,298.65,4.17,423.15,0.3,0.0
3,2.1,0.12,299.4,4.17,423.15,0.3,0.0
3,2.1,0.15,303.9,4.17,423.15,0.3,0.0
3,2.1,0.18,312.9,4.17,423.15,0.3,0.0
3,2.1,0.21,336.65,4.17,423.15,0.3,0.0
3,2.1,0.24,349.65,4.17,423.15,0.3,0.0
3,2.1,0.27,357.15,4.17,423.15,0.3,0.0
3,2.1,0.3,365.15,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.03,298.15,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.06,298.65,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.09,298.65,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.12,299.65,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.15,304.4,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.18,313.4,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.21,337.15,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.24,349.9,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.27,357.4,4.17,423.15,0.3,0.0
3,2.1166666666666667,0.3,365.15,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.03,297.9,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.06,297.9,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.12,299.65,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.15,304.9,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.18,313.9,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.21,337.4,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.24,349.9,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.27,357.4,4.17,423.15,0.3,0.0
3,2.1333333333333333,0.3,364.9,4.17,423.15,0.3,0.0
3,2.15,0.03,298.15,4.17,423.15,0.3,0.0
3,2.15,0.06,297.9,4.17,423.15,0.3,0.0
3,2.15,0.09,297.9,4.17,423.15,0.3,0.0
3,2.15,0.12,299.4,4.17,423.15,0.3,0.0
3,2.15,0.15,304.65,4.17,423.15,0.3,0.0
3,2.15,0.18,313.65,4.17,423.15,0.3,0.0
3,2.15,0.21,337.15,4.17,423.15,0.3,0.0
3,2.15,0.24,349.65,4.17,423.15,0.3,0.0
3,2.15,0.27,357.4,4.17,423.15,0.3,0.0
3,2.15,0.3,365.9,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.03,298.15,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.06,298.4,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.09,298.4,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.12,299.15,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.15,304.9,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.18,314.65,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.21,338.15,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.24,350.15,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.27,357.9,4.17,423.15,0.3,0.0
3,2.1666666666666665,0.3,365.65,4.17,423.15,0.3,0.0
3,2.183333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,2.183333333333333,0.06,298.4,4.17,423.15,0.3,0.0
3,2.183333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,2.183333333333333,0.12,299.4,4.17,423.15,0.3,0.0
3,2.183333333333333,0.15,305.15,4.17,423.15,0.3,0.0
3,2.183333333333333,0.18,315.15,4.17,423.15,0.3,0.0
3,2.183333333333333,0.21,337.65,4.17,423.15,0.3,0.0
3,2.183333333333333,0.24,350.4,4.17,423.15,0.3,0.0
3,2.183333333333333,0.27,357.65,4.17,423.15,0.3,0.0
3,2.183333333333333,0.3,365.9,4.17,423.15,0.3,0.0
3,2.2,0.03,298.15,4.17,423.15,0.3,0.0
3,2.2,0.06,298.65,4.17,423.15,0.3,0.0
3,2.2,0.09,298.65,4.17,423.15,0.3,0.0
3,2.2,0.12,298.9,4.17,423.15,0.3,0.0
3,2.2,0.15,305.15,4.17,423.15,0.3,0.0
3,2.2,0.18,314.9,4.17,423.15,0.3,0.0
3,2.2,0.21,338.15,4.17,423.15,0.3,0.0
3,2.2,0.24,349.9,4.17,423.15,0.3,0.0
3,2.2,0.27,357.4,4.17,423.15,0.3,0.0
3,2.2,0.3,365.9,4.17,423.15,0.3,0.0
3,2.216666666666667,0.03,297.9,4.17,423.15,0.3,0.0
3,2.216666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,2.216666666666667,0.09,298.9,4.17,423.15,0.3,0.0
3,2.216666666666667,0.12,299.15,4.17,423.15,0.3,0.0
3,2.216666666666667,0.15,305.4,4.17,423.15,0.3,0.0
3,2.216666666666667,0.18,315.65,4.17,423.15,0.3,0.0
3,2.216666666666667,0.21,338.9,4.17,423.15,0.3,0.0
3,2.216666666666667,0.24,349.65,4.17,423.15,0.3,0.0
3,2.216666666666667,0.27,357.9,4.17,423.15,0.3,0.0
3,2.216666666666667,0.3,365.65,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.03,298.4,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.06,297.9,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.09,298.65,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.12,299.65,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.15,305.65,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.18,315.65,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.21,338.9,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.24,350.4,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.27,357.9,4.17,423.15,0.3,0.0
3,2.2333333333333334,0.3,366.15,4.17,423.15,0.3,0.0
3,2.25,0.03,297.9,4.17,423.15,0.3,0.0
3,2.25,0.06,297.9,4.17,423.15,0.3,0.0
3,2.25,0.09,298.9,4.17,423.15,0.3,0.0
3,2.25,0.12,299.65,4.17,423.15,0.3,0.0
3,2.25,0.15,305.4,4.17,423.15,0.3,0.0
3,2.25,0.18,316.15,4.17,423.15,0.3,0.0
3,2.25,0.21,339.4,4.17,423.15,0.3,0.0
3,2.25,0.24,350.65,4.17,423.15,0.3,0.0
3,2.25,0.27,357.9,4.17,423.15,0.3,0.0
3,2.25,0.3,365.9,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.03,297.9,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.06,298.65,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.09,298.9,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.12,299.4,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.15,305.9,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.18,316.15,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.21,339.4,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.24,350.15,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.27,357.4,4.17,423.15,0.3,0.0
3,2.2666666666666666,0.3,365.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,2.283333333333333,0.06,298.65,4.17,423.15,0.3,0.0
3,2.283333333333333,0.09,298.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.12,299.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.15,305.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.18,316.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.21,339.65,4.17,423.15,0.3,0.0
3,2.283333333333333,0.24,349.9,4.17,423.15,0.3,0.0
3,2.283333333333333,0.27,357.65,4.17,423.15,0.3,0.0
3,2.283333333333333,0.3,366.15,4.17,423.15,0.3,0.0
3,2.3,0.03,297.9,4.17,423.15,0.3,0.0
3,2.3,0.06,298.4,4.17,423.15,0.3,0.0
3,2.3,0.09,298.65,4.17,423.15,0.3,0.0
3,2.3,0.12,299.65,4.17,423.15,0.3,0.0
3,2.3,0.15,305.9,4.17,423.15,0.3,0.0
3,2.3,0.18,317.15,4.17,423.15,0.3,0.0
3,2.3,0.21,340.4,4.17,423.15,0.3,0.0
3,2.3,0.24,350.65,4.17,423.15,0.3,0.0
3,2.3,0.27,357.9,4.17,423.15,0.3,0.0
3,2.3,0.3,365.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.03,297.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.06,298.15,4.17,423.15,0.3,0.0
3,2.316666666666667,0.09,298.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.12,299.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.15,306.15,4.17,423.15,0.3,0.0
3,2.316666666666667,0.18,317.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.21,340.4,4.17,423.15,0.3,0.0
3,2.316666666666667,0.24,350.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.27,357.9,4.17,423.15,0.3,0.0
3,2.316666666666667,0.3,366.15,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.03,298.15,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.06,298.4,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.09,298.9,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.12,299.65,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.15,306.4,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.18,317.4,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.21,340.65,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.24,350.9,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.27,357.65,4.17,423.15,0.3,0.0
3,2.3333333333333335,0.3,366.15,4.17,423.15,0.3,0.0
3,2.35,0.03,298.15,4.17,423.15,0.3,0.0
3,2.35,0.06,298.4,4.17,423.15,0.3,0.0
3,2.35,0.09,298.9,4.17,423.15,0.3,0.0
3,2.35,0.12,300.15,4.17,423.15,0.3,0.0
3,2.35,0.15,306.65,4.17,423.15,0.3,0.0
3,2.35,0.18,318.4,4.17,423.15,0.3,0.0
3,2.35,0.21,340.9,4.17,423.15,0.3,0.0
3,2.35,0.24,350.9,4.17,423.15,0.3,0.0
3,2.35,0.27,357.65,4.17,423.15,0.3,0.0
3,2.35,0.3,366.15,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.03,298.15,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.09,298.65,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.12,300.4,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.15,306.65,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.18,318.65,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.21,341.4,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.24,351.15,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.27,358.15,4.17,423.15,0.3,0.0
3,2.3666666666666667,0.3,366.15,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.06,297.9,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.12,300.4,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.15,306.65,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.18,318.9,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.21,341.4,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.24,350.65,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.27,358.4,4.17,423.15,0.3,0.0
3,2.3833333333333333,0.3,366.4,4.17,423.15,0.3,0.0
3,2.4,0.03,298.15,4.17,423.15,0.3,0.0
3,2.4,0.06,298.4,4.17,423.15,0.3,0.0
3,2.4,0.09,298.65,4.17,423.15,0.3,0.0
3,2.4,0.12,300.15,4.17,423.15,0.3,0.0
3,2.4,0.15,306.9,4.17,423.15,0.3,0.0
3,2.4,0.18,319.15,4.17,423.15,0.3,0.0
3,2.4,0.21,341.65,4.17,423.15,0.3,0.0
3,2.4,0.24,350.9,4.17,423.15,0.3,0.0
3,2.4,0.27,357.9,4.17,423.15,0.3,0.0
3,2.4,0.3,365.9,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.03,298.15,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.06,298.4,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.09,298.9,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.12,299.9,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.15,306.65,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.18,319.65,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.21,341.65,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.24,351.15,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.27,358.65,4.17,423.15,0.3,0.0
3,2.4166666666666665,0.3,366.4,4.17,423.15,0.3,0.0
3,2.433333333333333,0.03,298.15,4.17,423.15,0.3,0.0
3,2.433333333333333,0.06,298.15,4.17,423.15,0.3,0.0
3,2.433333333333333,0.09,298.4,4.17,423.15,0.3,0.0
3,2.433333333333333,0.12,299.9,4.17,423.15,0.3,0.0
3,2.433333333333333,0.15,307.15,4.17,423.15,0.3,0.0
3,2.433333333333333,0.18,320.15,4.17,423.15,0.3,0.0
3,2.433333333333333,0.21,341.9,4.17,423.15,0.3,0.0
3,2.433333333333333,0.24,350.65,4.17,423.15,0.3,0.0
3,2.433333333333333,0.27,357.65,4.17,423.15,0.3,0.0
3,2.433333333333333,0.3,366.15,4.17,423.15,0.3,0.0
3,2.45,0.03,297.9,4.17,423.15,0.3,0.0
3,2.45,0.06,298.15,4.17,423.15,0.3,0.0
3,2.45,0.09,298.65,4.17,423.15,0.3,0.0
3,2.45,0.12,300.65,4.17,423.15,0.3,0.0
3,2.45,0.15,307.4,4.17,423.15,0.3,0.0
3,2.45,0.18,320.4,4.17,423.15,0.3,0.0
3,2.45,0.21,342.15,4.17,423.15,0.3,0.0
3,2.45,0.24,350.9,4.17,423.15,0.3,0.0
3,2.45,0.27,358.15,4.17,423.15,0.3,0.0
3,2.45,0.3,366.15,4.17,423.15,0.3,0.0
3,2.466666666666667,0.03,298.4,4.17,423.15,0.3,0.0
3,2.466666666666667,0.06,298.4,4.17,423.15,0.3,0.0
3,2.466666666666667,0.09,299.15,4.17,423.15,0.3,0.0
3,2.466666666666667,0.12,300.4,4.17,423.15,0.3,0.0
3,2.466666666666667,0.15,307.4,4.17,423.15,0.3,0.0
3,2.466666666666667,0.18,320.15,4.17,423.15,0.3,0.0
